ssoar-q1;-0.230769230769
ssoar-q10;0.216748768473
ssoar-q100;-0.232727272727
ssoar-q101;0.0630303030303
ssoar-q102;-0.361616161616
ssoar-q103;0.175757575758
ssoar-q104;-0.0852525252525
ssoar-q105;0.0832323232323
ssoar-q106;0.0666666666667
ssoar-q107;-0.0456565656566
ssoar-q108;0.0426257459506
ssoar-q109;0.0682828282828
ssoar-q11;-0.00161616161616
ssoar-q110;-0.00444444444444
ssoar-q111;-0.127272727273
ssoar-q112;-0.349090909091
ssoar-q113;-0.0836363636364
ssoar-q114;-0.0724637681159
ssoar-q115;0.0436363636364
ssoar-q116;0.0525252525253
ssoar-q117;-0.115151515152
ssoar-q118;0.00848484848485
ssoar-q119;-0.0783838383838
ssoar-q12;-0.0472727272727
ssoar-q120;0.177304964539
ssoar-q121;0.0190476190476
ssoar-q122;0.0614141414141
ssoar-q123;-0.0929292929293
ssoar-q124;-0.0137373737374
ssoar-q125;0.0331313131313
ssoar-q126;-0.0327272727273
ssoar-q128;0.00888888888889
ssoar-q129;0.0173737373737
ssoar-q13;-0.0452525252525
ssoar-q130;0.0553535353535
ssoar-q131;0.0735353535354
ssoar-q14;0.0133333333333
ssoar-q15;0.144224196856
ssoar-q16;-0.0193939393939
ssoar-q17;0.0735353535354
ssoar-q18;0.0181818181818
ssoar-q19;0.0040404040404
ssoar-q20;-0.0917171717172
ssoar-q21;-0.08
ssoar-q22;-0.109090909091
ssoar-q23;0.0397759103641
ssoar-q24;-0.0177777777778
ssoar-q25;0.0169696969697
ssoar-q26;0.0977777777778
ssoar-q27;0.0707070707071
ssoar-q28;-0.0488888888889
ssoar-q29;-0.0327272727273
ssoar-q3;0.0666666666667
ssoar-q30;-0.0270707070707
ssoar-q31;0.0105050505051
ssoar-q32;-0.00282828282828
ssoar-q33;-0.00848484848485
ssoar-q34;0.0040404040404
ssoar-q35;-0.0181818181818
ssoar-q36;0.0513131313131
ssoar-q37;0.0913131313131
ssoar-q38;0.155555555556
ssoar-q39;-0.146666666667
ssoar-q4;-0.00444444444444
ssoar-q40;-0.133333333333
ssoar-q41;-0.372549019608
ssoar-q42;0.666666666667
ssoar-q43;0.225296442688
ssoar-q44;0.00644329896907
ssoar-q45;-0.0177777777778
ssoar-q46;-0.0109742441209
ssoar-q47;0.0
ssoar-q48;-0.0387878787879
ssoar-q49;-0.0174703004892
ssoar-q5;nan
ssoar-q50;-0.0456565656566
ssoar-q51;0.16404040404
ssoar-q52;-0.466666666667
ssoar-q53;0.0593939393939
ssoar-q54;0.0052600818235
ssoar-q55;-0.0507399577167
ssoar-q56;-0.155555555556
ssoar-q57;0.243636363636
ssoar-q58;nan
ssoar-q6;-0.0448484848485
ssoar-q61;-0.110707070707
ssoar-q62;-1.0
ssoar-q63;0.254647256439
ssoar-q64;0.187010954617
ssoar-q65;0.025641025641
ssoar-q66;0.0517171717172
ssoar-q67;-0.0876767676768
ssoar-q68;0.00848484848485
ssoar-q69;-0.0969696969697
ssoar-q7;-0.117171717172
ssoar-q70;-0.232323232323
ssoar-q71;-0.0363636363636
ssoar-q72;0.0593939393939
ssoar-q73;-0.0812121212121
ssoar-q74;-0.190707070707
ssoar-q75;0.12404040404
ssoar-q76;0.0246464646465
ssoar-q77;-0.211313131313
ssoar-q78;-0.265858585859
ssoar-q79;-0.129292929293
ssoar-q8;-0.0856565656566
ssoar-q80;0.047619047619
ssoar-q81;-0.0262626262626
ssoar-q82;-0.00242424242424
ssoar-q83;0.172929292929
ssoar-q84;0.263838383838
ssoar-q85;0.16404040404
ssoar-q86;0.0335353535354
ssoar-q87;-0.102222222222
ssoar-q88;0.0954442383014
ssoar-q89;0.0387878787879
ssoar-q9;-0.0808080808081
ssoar-q90;-0.166464646465
ssoar-q91;0.201212121212
ssoar-q92;0.213737373737
ssoar-q93;-0.372121212121
ssoar-q94;0.0428282828283
ssoar-q95;-0.187474747475
ssoar-q96;0.431919191919
ssoar-q97;-0.0343434343434
ssoar-q98;-0.136565656566
ssoar-q99;0.0630303030303
